7507
267933	268268	1	4215	4215
269748	269876	2	3900	3900
270320	270625	1	4244	4244
271411	271515	1	4301	4301
271726	271809	1	4216	4216
272104	272694	2	3947	3947
272990	276022	2	3986	3986
276384	279839	2	4278	4278
280320	283436	2	4214	4214
284219	285679	2	4052	4052
286241	286888	1	4279	4279
287089	290442	2	4360	4360
290570	290689	1	4197	4197
292078	293394	1	4366	4366
292078	297391	1	4370	4370
298541	298577	1	4333	4333
298596	298631	1	4333	4333
299132	299446	2	4016	4016
299196	300833	1	4257	4257
301288	302670	1	3980	3980
302974	305238	1	4316	4316
305317	305625	2	4121	4121
305420	306232	1	4345	4345
305908	306240	2	4106	4106
306399	307061	2	4001	4001
308121	308513	1	4090	4090
308708	309201	2	4321	4321
309290	309323	2	4321	4321
309506	310771	2	4002	4002
310968	311501	1	4277	4277
311717	313096	1	3951	3951
313162	321525	2	3997	3997
321965	322336	2	4072	4072
322841	322882	2	4072	4072
323345	324745	2	3917	3917
326019	328961	1	4246	4246
329312	331588	2	4069	4069
331856	332281	2	4327	4327
331894	333270	2	3978	3978
334009	335115	1	4124	4124
335213	336838	2	3923	3923
337402	341910	1	4235	4235
342521	342874	2	4297	4297
343040	343471	1	4115	4115
343186	346404	2	4112	4112
346642	348591	2	4189	4189
348865	349932	2	3946	3946
349789	350100	1	4108	4108
350333	350420	1	4050	4050
350666	351268	2	4183	4183
351601	351699	2	3963	3963
352121	352369	1	4302	4302
352366	352674	2	3931	3931
352748	353068	2	4096	4096
352884	354173	1	4337	4337
353937	354173	1	4067	4067
354557	355537	1	3966	3966
355782	358025	2	3952	3952
358812	362258	2	4061	4061
362106	362450	1	3918	3918
362514	363299	2	3998	3998
364029	367364	1	3991	3991
367451	367831	1	4156	4156
367459	369549	2	4328	4328
370075	372138	1	4010	4010
372268	372563	2	4022	4022
372649	372682	2	4022	4022
372737	373022	1	4042	4042
373092	373387	1	4042	4042
373580	374851	1	4359	4359
374944	375570	2	4137	4137
375905	377311	1	4256	4256
377716	378972	2	3895	3895
379732	381309	1	4008	4008
381478	381852	1	4110	4110
381522	384017	2	4247	4247
384896	386902	2	4192	4192
387268	387297	1	4356	4356
387414	388262	1	4356	4356
388971	389387	1	4343	4343
389442	389753	1	4283	4283
390038	394183	2	4086	4086
394567	395892	1	4076	4076
396286	397659	2	4227	4227
398141	398509	1	4206	4206
398831	399604	1	4172	4172
400484	402403	2	4024	4024
403390	404115	1	4123	4123
404255	404892	2	4128	4128
404990	405011	2	4128	4128
405536	405715	1	4098	4098
406132	407871	2	4025	4025
407091	407174	2	4354	4354
408330	409028	1	4032	4032
409352	412429	1	3905	3905
412590	413363	2	4104	4104
413636	415753	2	4344	4344
415991	420532	2	3943	3943
420799	421836	2	4149	4149
422327	423472	1	4331	4331
423842	424858	1	4194	4194
425184	426140	2	4268	4268
426631	426915	2	3992	3992
428277	429407	1	4226	4226
429661	429981	2	4038	4038
430566	430567	1	4015	4015
430952	431519	1	4015	4015
432766	432819	1	4130	4130
432948	433181	1	4130	4130
433624	434061	1	4080	4080
434677	436731	1	4186	4186
437063	439669	2	4207	4207
440017	443418	2	3910	3910
443803	444237	2	4342	4342
444544	446268	1	4312	4312
446496	448058	1	4308	4308
448141	448495	2	4065	4065
448571	448617	2	4065	4065
448987	453726	2	4212	4212
454594	455655	1	4134	4134
456265	457845	1	4063	4063
459637	459710	1	3926	3926
459772	459842	2	4053	4053
461207	463891	2	4088	4088
464199	465404	1	4058	4058
465549	465950	2	4117	4117
465681	467960	1	4280	4280
468250	469092	2	4020	4020
469337	471367	1	4248	4248
471552	471791	1	4118	4118
471796	474318	1	4261	4261
474775	478509	2	3999	3999
478730	479272	2	4293	4293
478854	479003	1	4196	4196
479613	482543	1	4272	4272
483473	484795	1	4369	4369
483473	488741	1	4365	4365
489218	489299	1	3939	3939
489779	497260	1	4056	4056
497537	497935	2	4028	4028
498635	499030	1	3979	3979
499296	499610	2	4101	4101
501084	503426	2	4179	4179
503851	504711	2	3995	3995
504952	506373	1	4077	4077
506509	507810	2	4177	4177
508049	508690	1	4161	4161
509153	510646	1	4191	4191
510949	513159	2	4035	4035
514706	516352	2	4062	4062
517516	517827	2	4031	4031
518474	518884	1	4007	4007
519255	520118	2	4122	4122
521290	521709	2	4187	4187
522012	523334	1	4368	4368
522012	527283	1	4367	4367
527635	528024	2	3990	3990
528521	528593	1	4269	4269
528868	529479	2	3938	3938
529853	531646	2	4299	4299
532390	532776	1	4300	4300
533090	535846	2	4205	4205
536570	537670	2	4286	4286
538396	540495	2	3906	3906
541164	542750	1	4222	4222
543586	545487	1	4362	4362
545881	546414	1	3907	3907
546571	550068	2	3996	3996
551588	552493	1	4364	4364
552824	554008	2	4012	4012
555020	556162	2	3956	3956
556167	556499	2	3958	3958
556568	558145	2	4353	4353
558512	559885	2	4136	4136
560435	562093	1	4111	4111
562309	563397	1	3899	3899
563662	563964	1	4232	4232
564087	566846	1	4107	4107
567073	568119	2	4018	4018
568412	569098	2	4210	4210
569328	569488	2	3911	3911
571224	572456	2	4200	4200
572708	573595	2	4298	4298
574041	576932	1	4064	4064
577718	578653	1	3950	3950
579111	580007	1	4013	4013
580409	582418	1	3976	3976
582559	583752	2	3934	3934
584019	586088	2	4041	4041
586484	588202	2	3965	3965
588935	589008	2	4307	4307
590316	592235	2	4201	4201
592650	593654	2	4290	4290
593976	594503	1	4004	4004
594974	595018	1	4233	4233
595530	595955	1	4233	4233
596529	598961	2	4266	4266
599326	600342	2	4317	4317
600131	600481	1	4357	4357
600863	601495	2	4264	4264
601818	602894	2	4021	4021
605244	606278	1	4097	4097
606745	609444	2	4305	4305
609746	609829	1	4000	4000
610022	611527	1	4267	4267
612970	613041	1	4140	4140
613398	613598	1	4030	4030
613436	613594	2	4033	4033
614336	615436	2	4047	4047
615815	618160	2	4068	4068
618467	618709	2	4325	4325
619004	622330	2	3973	3973
622795	624657	2	3941	3941
626930	627862	2	4133	4133
628119	628645	2	4089	4089
628728	628743	2	4089	4089
629113	630327	2	4352	4352
629906	630334	1	3964	3964
630727	631821	2	3970	3970
632180	632842	2	4284	4284
634246	634878	2	4006	4006
636004	637833	2	3974	3974
638717	640576	2	4029	4029
641364	642077	2	4253	4253
642554	643189	1	3945	3945
644173	644817	1	4099	4099
645003	645164	2	4217	4217
645255	648131	1	4346	4346
648429	651359	1	4339	4339
652370	653434	1	4158	4158
653494	653760	2	4288	4288
653948	654436	2	4071	4071
655266	655323	1	4351	4351
655654	656885	1	4351	4351
657526	660420	2	4204	4204
660757	663033	2	4358	4358
663396	667394	2	4034	4034
668021	668092	1	4105	4105
668103	668174	1	4314	4314
668771	669170	2	4131	4131
669266	669312	2	4131	4131
671312	672772	1	3924	3924
673197	676124	1	3969	3969
676329	676896	2	4155	4155
677403	677404	2	4155	4155
678126	679049	1	3972	3972
681050	681307	2	4223	4223
682344	685184	2	4048	4048
685908	686972	1	3954	3954
687133	687909	2	4306	4306
687326	687925	1	4011	4011
688333	688632	2	4125	4125
688476	688659	2	3962	3962
689017	689201	2	3962	3962
689298	689627	2	3927	3927
689841	691244	2	4045	4045
691691	693094	2	4265	4265
694179	696440	1	4250	4250
696549	697841	2	4281	4281
698164	698856	1	4109	4109
699094	703458	1	3948	3948
703658	705733	1	4073	4073
705067	705450	2	4087	4087
705964	706836	2	4019	4019
707205	709466	2	4190	4190
709852	711459	1	4184	4184
711463	711606	2	4126	4126
711810	712799	1	4234	4234
713024	714112	2	4081	4081
714801	715367	1	4160	4160
715936	716673	2	4185	4185
716965	719808	1	4289	4289
720062	720505	2	4168	4168
720751	720975	1	4347	4347
721015	722364	1	4102	4102
723321	724016	2	4100	4100
724282	724352	1	3930	3930
724433	724572	1	3930	3930
724643	724722	1	3930	3930
725013	727913	2	4309	4309
727709	728191	1	4320	4320
729391	731763	1	4330	4330
731891	736069	2	3898	3898
736342	736869	2	3901	3901
736535	738580	2	3981	3981
739814	741190	1	4055	4055
741481	741488	1	3909	3909
741578	742466	1	3909	3909
742578	743066	2	4154	4154
743507	745510	2	3955	3955
744469	744627	2	3908	3908
746113	746646	2	4175	4175
746885	748834	2	4224	4224
748650	749009	1	3916	3916
749342	750523	2	4336	4336
751048	752535	2	4046	4046
752993	753199	1	4259	4259
753070	753213	1	3932	3932
753412	754965	2	4208	4208
755224	756258	2	4094	4094
756496	757482	2	4355	4355
757735	759012	2	4173	4173
759306	761420	1	4043	4043
759793	759882	2	4166	4166
761795	763585	2	4163	4163
763947	766430	2	4242	4242
766386	766787	1	3904	3904
766997	767449	1	4039	4039
767811	774917	1	3949	3949
775187	775726	1	4203	4203
775905	777479	2	4276	4276
777807	779333	1	4095	4095
779493	788771	2	4361	4361
789168	790181	2	4270	4270
789310	789405	1	4195	4195
790460	792781	1	4003	4003
793012	794325	2	3937	3937
795378	795692	2	4274	4274
795905	796960	1	4085	4085
797403	798239	1	4036	4036
798718	799608	1	3993	3993
800019	801848	1	4311	4311
802130	803164	1	3989	3989
803352	806636	2	3935	3935
807171	808121	1	4273	4273
808519	809394	1	4209	4209
809603	810337	1	4162	4162
810505	811152	2	4229	4229
811914	813071	1	3985	3985
813247	815343	2	4116	4116
815686	816453	2	4213	4213
818692	820341	1	3929	3929
820828	821871	1	4054	4054
822221	823117	1	3922	3922
823777	824907	1	4167	4167
825346	826713	2	4147	4147
827374	827571	1	4114	4114
827866	829623	1	4057	4057
830018	830569	2	4310	4310
830995	831828	1	4129	4129
831985	833343	2	4164	4164
833611	834033	2	4148	4148
834514	835755	1	4075	4075
836058	838139	2	3983	3983
838487	840229	2	4240	4240
840507	841127	1	4037	4037
841293	843515	2	4315	4315
843869	844315	2	4241	4241
844481	844795	2	4049	4049
844551	845498	1	4135	4135
845863	846801	1	3960	3960
846950	848305	2	3959	3959
848214	848588	1	4275	4275
848690	851257	2	3914	3914
851884	853602	1	3942	3942
853855	854559	2	4262	4262
854912	854917	2	4262	4262
855649	857007	2	3903	3903
857504	857698	2	3894	3894
858258	859208	1	4318	4318
859506	861077	1	4239	4239
861266	862102	2	4296	4296
862696	864246	1	4294	4294
864360	864503	1	4294	4294
864777	865619	1	4341	4341
865828	866250	2	4188	4188
866651	866657	1	4120	4120
867071	867651	1	4120	4120
868109	868420	1	4083	4083
868413	868423	1	4335	4335
868812	869283	1	4335	4335
869292	869366	1	4228	4228
869795	870928	1	4139	4139
871225	871896	2	3988	3988
872181	872552	1	4287	4287
872757	874025	2	4219	4219
874379	876043	2	4193	4193
876167	876316	2	4322	4322
876669	876773	2	4282	4282
877346	877999	2	3957	3957
878270	880666	2	4255	4255
881052	882446	1	4093	4093
883015	884670	1	4082	4082
885126	885290	1	4027	4027
885719	886354	1	4252	4252
886636	886839	2	4340	4340
887915	890452	1	4178	4178
891311	894085	1	4238	4238
894397	895524	2	4143	4143
895765	896979	1	4170	4170
896744	897067	1	4174	4174
897289	898686	1	3984	3984
898846	904353	2	4313	4313
904726	905043	1	4009	4009
905150	905221	2	4263	4263
907310	907381	1	4254	4254
907693	908121	1	4159	4159
908301	909275	2	4350	4350
910029	912047	1	3944	3944
912511	913335	1	4319	4319
913558	915141	1	3982	3982
915499	915511	1	4078	4078
915596	917460	1	4078	4078
917719	919743	2	3967	3967
919975	920535	1	4026	4026
920850	924392	2	3920	3920
924642	924724	2	4332	4332
925138	926820	2	4144	4144
925146	925446	2	4332	4332
927296	928396	2	4225	4225
928681	928785	1	4165	4165
928863	930494	2	4145	4145
930806	932440	2	4338	4338
930864	930983	1	3897	3897
932268	932783	1	4070	4070
932770	935472	1	3893	3893
935298	935708	2	4271	4271
935715	937277	2	3919	3919
937456	938370	1	4150	4150
938500	941364	2	3933	3933
941692	942085	2	4014	4014
942183	942193	2	4014	4014
942505	942705	1	3961	3961
942831	944005	2	4079	4079
944322	945233	2	4060	4060
945516	945875	2	4363	4363
945571	946812	1	4220	4220
947120	947404	1	4044	4044
947581	948735	2	3913	3913
949044	952406	1	4291	4291
952526	953836	2	4198	4198
954112	956661	1	3987	3987
957250	959445	2	4005	4005
960497	962086	2	4074	4074
962633	963985	2	4091	4091
964732	966198	2	3902	3902
966813	967529	1	4260	4260
967590	968936	2	3912	3912
969671	970159	1	3921	3921
970293	973682	2	3971	3971
973734	974897	1	3994	3994
975147	976598	2	3915	3915
976950	978608	2	4084	4084
979025	980137	2	4237	4237
981176	982747	1	4152	4152
983533	984456	1	4092	4092
984754	985197	1	3977	3977
985413	985778	1	4066	4066
985879	986406	2	4142	4142
986599	988683	1	4169	4169
988761	989060	2	4023	4023
989155	989217	2	4023	4023
989529	990245	2	4113	4113
991028	991867	1	4258	4258
991877	992305	2	4251	4251
992530	994596	1	3940	3940
994782	996782	2	4348	4348
996975	997673	2	4017	4017
997863	998183	2	4221	4221
998407	999879	1	4151	4151
999913	1000512	2	4040	4040
1000725	1001687	1	4236	4236
1001984	1003165	1	4329	4329
1002079	1002531	2	4304	4304
1003442	1003759	1	4324	4324
1004303	1004719	2	4303	4303
1004904	1006541	2	3953	3953
1006995	1008254	1	3968	3968
1008504	1009946	2	4153	4153
1010204	1011514	2	4231	4231
1011737	1013320	1	4292	4292
1013499	1019249	2	4243	4243
1019763	1022186	2	4199	4199
1022358	1022759	2	4295	4295
1022437	1023042	1	4230	4230
1023400	1024737	1	4349	4349
1024927	1026840	2	4132	4132
1027113	1029749	2	4051	4051
1030383	1030823	1	4182	4182
1031086	1032558	2	4249	4249
1033382	1035775	1	3928	3928
1036065	1036499	1	3975	3975
1036843	1038456	1	4323	4323
1038714	1039997	1	4326	4326
1040155	1041606	2	4181	4181
1041810	1044527	1	4211	4211
1044734	1045699	1	4146	4146
1045816	1046715	2	4202	4202
1046845	1047216	2	4285	4285
1049149	1050573	1	3896	3896
1051378	1053957	1	3925	3925
1054992	1058642	1	4176	4176
1058941	1060665	2	4127	4127
1062266	1062385	2	4171	4171
1062666	1064072	1	4119	4119
1064774	1066618	2	3936	3936
1067178	1067399	2	4138	4138
1067494	1069248	1	4334	4334
1070743	1071240	2	4218	4218
1071200	1071562	1	4157	4157
1072483	1073622	2	4141	4141
1312111	1312854	1	6630	6630
1312845	1313285	1	6611	6611
1313543	1314469	1	6621	6621
1317198	1319045	2	6749	6749
1320425	1321801	1	6636	6636
1322222	1323004	2	6686	6686
1323105	1323737	2	6772	6772
1324001	1324528	1	6755	6755
1324470	1324838	1	6634	6634
1326517	1327599	2	6745	6745
1328009	1329280	1	6732	6732
1329535	1332825	2	6748	6748
1333148	1334098	2	6643	6643
1334242	1334700	2	6760	6760
1334303	1334644	1	6719	6719
1334751	1335044	2	6678	6678
1335487	1337625	1	6635	6635
1337644	1338078	2	6775	6775
1338648	1339655	1	6694	6694
1341629	1341715	1	6632	6632
1342168	1344693	1	6785	6785
1344862	1346112	2	6737	6737
1346584	1348335	1	6780	6780
1348555	1349520	2	6762	6762
1350505	1351443	2	6728	6728
1352207	1352446	1	6701	6701
1352884	1354275	1	6638	6638
1354380	1355156	2	6720	6720
1355342	1357624	2	6664	6664
1357359	1357682	1	6647	6647
1357830	1359083	2	6683	6683
1359372	1360940	2	6770	6770
1360852	1361346	2	6656	6656
1361303	1361662	1	6603	6603
1361557	1363059	1	6590	6590
1363364	1365601	1	6626	6626
1365660	1367246	2	6781	6781
1368093	1369397	2	6627	6627
1369745	1371445	1	6662	6662
1371560	1371892	2	6687	6687
1372377	1373441	1	6615	6615
1373495	1374001	2	6684	6684
1374160	1375200	1	6675	6675
1375394	1376287	2	6700	6700
1376653	1379052	2	6685	6685
1379318	1380640	2	6620	6620
1380869	1382086	1	6619	6619
1382522	1384060	1	6779	6779
1384124	1384705	2	6616	6616
1385423	1386004	2	6646	6646
1386737	1388638	2	6771	6771
1389668	1390015	2	6706	6706
1389881	1392994	1	6595	6595
1392289	1392804	2	6703	6703
1393181	1393252	2	6628	6628
1394339	1394716	1	6744	6744
1395821	1397137	1	6788	6788
1395821	1401134	1	6789	6789
1401578	1401615	1	6740	6740
1401648	1401691	1	6740	6740
1402043	1403137	1	6710	6710
1403496	1404989	2	6759	6759
1405340	1406482	2	6699	6699
1407000	1411910	1	6761	6761
1412036	1412352	2	6599	6599
1412420	1412507	2	6599	6599
1412794	1414077	2	6589	6589
1414290	1415069	2	6707	6707
1415338	1416267	2	6659	6659
1416415	1417572	2	6680	6680
1417693	1418085	2	6715	6715
1417742	1417752	1	6713	6713
1417830	1417910	1	6713	6713
1418007	1418136	1	6713	6713
1418223	1418431	2	6666	6666
1418740	1419510	1	6665	6665
1419824	1421389	1	6629	6629
1421527	1422276	2	6594	6594
1422353	1422394	2	6594	6594
1422635	1423201	1	6649	6649
1423799	1424260	1	6783	6783
1424489	1424743	1	6653	6653
1426404	1426718	1	6708	6708
1428099	1429067	2	6639	6639
1429339	1429890	1	6695	6695
1430294	1431037	2	6738	6738
1431665	1433047	2	6613	6613
1433249	1433722	2	6624	6624
1434296	1434367	2	6660	6660
1436730	1437449	2	6598	6598
1438435	1438508	1	6743	6743
1439189	1441000	1	6688	6688
1441464	1442261	2	6670	6670
1442992	1443843	2	6774	6774
1444443	1447592	2	6631	6631
1448465	1449715	1	6768	6768
1449121	1449768	2	6750	6750
1449904	1451652	2	6661	6661
1451936	1452889	2	6729	6729
1453083	1453265	2	6730	6730
1453420	1453490	2	6698	6698
1454353	1455225	1	6784	6784
1455492	1458353	2	6654	6654
1458957	1459622	2	6702	6702
1460639	1460710	1	6709	6709
1462003	1462075	2	6606	6606
1462327	1462581	2	6777	6777
1463556	1464647	1	6716	6716
1464731	1465378	2	6633	6633
1465549	1465815	2	6610	6610
1466039	1466275	1	6617	6617
1466828	1467826	2	6645	6645
1468140	1468484	2	6696	6696
1469257	1471092	2	6773	6773
1471463	1472941	2	6733	6733
1473318	1473584	2	6726	6726
1473664	1473786	2	6787	6787
1474165	1474575	2	6605	6605
1474830	1477058	2	6766	6766
1478089	1478718	2	6782	6782
1479020	1479091	2	6622	6622
1481605	1483143	2	6746	6746
1483669	1483834	2	6742	6742
1483918	1484159	2	6742	6742
1484545	1487157	2	6778	6778
1487902	1488001	1	6693	6693
1488219	1488625	2	6588	6588
1488933	1488939	2	6588	6588
1489329	1489517	2	6756	6756
1490239	1496742	1	6642	6642
1497208	1500888	1	6714	6714
1501311	1502354	1	6736	6736
1502553	1503737	2	6640	6640
1504016	1505017	1	6601	6601
1505133	1507904	2	6668	6668
1508340	1510268	2	6731	6731
1510012	1510137	1	6614	6614
1510265	1510897	2	6674	6674
1511161	1511688	1	6722	6722
1511630	1511962	1	6608	6608
1511893	1516116	2	6692	6692
1516980	1517363	2	6657	6657
1517596	1518669	2	6765	6765
1518854	1520329	2	6724	6724
1519470	1519820	1	6637	6637
1520633	1521142	2	6651	6651
1521437	1522264	2	6764	6764
1522020	1522226	1	6672	6672
1522590	1523036	2	6676	6676
1522648	1524480	1	6712	6712
1524183	1524491	2	6753	6753
1524790	1525458	1	6663	6663
1525713	1527164	1	6591	6591
1527416	1528960	1	6679	6679
1529095	1530786	2	6650	6650
1531176	1533947	2	6682	6682
1534173	1534949	2	6739	6739
1535118	1535453	1	6596	6596
1536282	1538177	1	6723	6723
1538661	1538697	1	6689	6689
1538717	1538761	1	6689	6689
1538814	1539224	2	6652	6652
1539037	1539510	1	6602	6602
1540029	1541723	1	6734	6734
1542219	1543682	1	6641	6641
1543844	1547041	2	6763	6763
1547933	1549495	1	6758	6758
1549774	1550730	1	6607	6607
1550822	1551262	2	6597	6597
1551524	1553071	2	6681	6681
1553307	1557302	2	6711	6711
1557682	1558629	1	6673	6673
1558752	1559534	2	6769	6769
1559694	1559921	1	6718	6718
1560012	1560764	2	6677	6677
1560957	1563347	2	6669	6669
1563564	1564892	1	6644	6644
1565090	1569373	1	6776	6776
1569134	1569370	2	6600	6600
1569602	1569988	1	6747	6747
1570297	1570680	1	6625	6625
1571030	1573171	2	6752	6752
1573635	1573988	1	6725	6725
1574111	1574683	1	6623	6623
1574695	1575210	1	6735	6735
1574725	1575186	2	6704	6704
1575787	1577565	1	6667	6667
1578153	1582982	1	6697	6697
1583034	1583582	2	6751	6751
1585123	1587285	1	6690	6690
1587483	1590539	2	6612	6612
1590836	1597162	1	6767	6767
1597481	1598656	1	6618	6618
1598889	1599977	2	6757	6757
1600358	1600516	1	6658	6658
1603898	1604257	2	6741	6741
1604554	1604658	1	6655	6655
1604713	1604958	1	6655	6655
1605011	1605040	1	6655	6655
1605158	1605424	1	6604	6604
1606203	1606275	1	6705	6705
1607768	1609324	2	6671	6671
1611551	1612018	2	6754	6754
1611990	1612940	2	6592	6592
1613201	1613749	2	6727	6727
1615080	1616186	2	6717	6717
1617454	1617651	1	6609	6609
1618520	1618894	1	6648	6648
1619789	1620874	1	6786	6786
1621677	1624175	1	6721	6721
1624609	1625700	1	6593	6593
1626716	1626907	2	6691	6691
1836809	1837960	1	299	299
1838769	1838843	1	124	124
1840992	1842821	1	382	382
1843690	1844763	2	0	0
1846664	1848367	2	867	867
1851211	1852233	1	243	243
1852584	1853573	2	1	1
1853966	1854319	1	55	55
1855642	1856013	1	253	253
1857478	1857615	2	191	191
1857830	1860883	1	735	735
1861410	1863782	2	515	515
1863992	1865461	2	703	703
1865664	1866836	1	569	569
1867303	1868241	1	479	479
1868422	1868925	2	865	865
1869244	1871484	2	171	171
1871804	1873180	1	138	138
1873494	1873604	1	190	190
1873874	1877251	2	552	552
1877707	1878714	1	291	291
1879072	1880913	1	537	537
1880284	1880925	2	516	516
1881278	1883038	2	316	316
1886122	1887180	2	695	695
1887452	1889107	1	371	371
1889404	1891353	2	760	760
1892272	1895412	2	804	804
1895879	1896808	2	755	755
1897018	1897569	1	284	284
1897251	1900025	2	325	325
1900249	1900313	1	466	466
1900385	1900772	1	466	466
1901500	1902453	1	649	649
1902990	1903613	2	401	401
1904004	1905326	2	311	311
1905647	1908925	2	809	809
1909453	1911552	2	149	149
1912296	1912973	2	235	235
1913433	1914065	1	429	429
1914301	1915419	2	587	587
1918555	1918625	1	573	573
1919277	1920992	1	753	753
1921214	1922233	2	431	431
1922519	1922989	1	443	443
1923255	1924871	1	493	493
1925183	1927471	1	21	21
1927769	1928752	2	576	576
1929612	1930793	1	305	305
1931089	1932960	2	534	534
1933482	1934231	1	615	615
1934568	1935428	1	333	333
1935508	1936074	2	861	861
1936297	1938360	2	47	47
1938656	1939558	2	823	823
1939924	1941501	2	447	447
1941748	1942077	1	707	707
1942215	1946036	1	816	816
1946587	1949241	1	723	723
1949679	1950806	1	715	715
1951328	1951873	1	614	614
1952671	1952673	1	272	272
1953165	1953524	1	272	272
1953714	1956599	2	484	484
1957223	1958596	1	9	9
1958872	1960005	2	262	262
1960516	1960845	2	162	162
1960623	1961456	1	822	822
1961615	1961842	2	379	379
1961794	1965009	1	619	619
1965414	1965491	2	360	360
1965878	1966840	2	834	834
1968444	1969730	1	16	16
1970186	1970443	1	34	34
1970903	1972546	1	506	506
1973298	1974212	1	766	766
1974529	1976121	1	611	611
1976216	1976728	2	511	511
1977104	1979230	1	59	59
1979491	1980525	2	418	418
1980833	1982596	2	421	421
1983198	1984085	1	604	604
1983614	1984093	2	687	687
1984210	1990647	2	181	181
1991325	1992911	1	319	319
1993071	1993742	2	814	814
1994611	1995771	1	523	523
1996002	1998161	2	691	691
1998456	1999049	2	414	414
1999297	1999872	1	245	245
1999994	2002261	2	405	405
2001963	2002265	1	146	146
2002366	2002722	2	278	278
2002721	2004085	1	389	389
2004373	2004615	2	275	275
2005417	2006937	2	75	75
2007189	2007320	1	189	189
2007488	2009035	1	460	460
2008063	2008239	2	435	435
2008873	2009181	2	618	618
2009239	2009595	2	267	267
2009925	2011493	1	517	517
2011780	2013063	1	270	270
2013341	2016046	1	359	359
2016193	2018025	2	463	463
2017829	2018194	1	193	193
2018325	2018906	2	374	374
2018350	2019618	1	510	510
2019932	2022925	1	229	229
2023161	2025593	2	496	496
2025931	2027268	1	583	583
2027757	2029232	1	282	282
2029578	2033183	2	226	226
2033669	2034739	2	641	641
